arm,pid,metric,n_logged_steps,mean,population_std,min,max,step1,step150,last50_mean
target_teachertopk,731889,sign_weight/webshop/frac_agree_neg,150,0.07051333333333333,0.009737718190395301,0.035,0.089,0.04,0.075,0.0721
target_teachertopk,731889,sign_weight/webshop/frac_agree_pos,150,0.15287333333333333,0.008150498280609736,0.134,0.19,0.186,0.151,0.1551
target_teachertopk,731889,sign_weight/webshop/frac_conflict_on_neg,150,0.020493333333333332,0.0022233508245189035,0.013,0.026,0.015,0.021,0.020739999999999998
target_teachertopk,731889,sign_weight/webshop/frac_conflict_on_pos,150,0.19060666666666667,0.014258516363524253,0.152,0.222,0.169,0.185,0.1929
target_teachertopk,731889,sign_weight/webshop/frac_neutral_off_task_silent,150,0.050513333333333334,0.0009503449666071536,0.049,0.054,0.054,0.05,0.050460000000000005
target_teachertopk,731889,sign_weight/webshop/frac_neutral_off_task_split,150,0.4652866666666667,0.014800151650874685,0.433,0.503,0.487,0.469,0.45904000000000006
target_teachertopk,731889,sign_weight/webshop/frac_neutral_on_task_silent,150,0.049760000000000006,0.0008056467381344411,0.048,0.052,0.048,0.049,0.04976
target_teachertopk,731889,sign_weight/webshop/inv_z,150,0.99274,0.0009551963149007651,0.991,0.996,0.996,0.992,0.9924200000000001
target_teachertopk,731889,sign_weight/webshop/mass_frac_agree_neg,150,0.02051333333333333,0.0008224894460653517,0.019,0.023,0.021,0.022,0.02054
target_teachertopk,731889,sign_weight/webshop/mass_frac_agree_pos,150,0.04801333333333333,0.002602528684867,0.037,0.052,0.039,0.051,0.049
